locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHINPGCH_03667	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
IHINPGCH_03668	CDS	579	kstR2			HTH-type transcriptional repressor KstR2
IHINPGCH_03669	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
IHINPGCH_03670	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
IHINPGCH_03671	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
IHINPGCH_03672	CDS	1173	malY		COG1168	Protein MalY
IHINPGCH_03673	CDS	1002		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
IHINPGCH_03674	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
IHINPGCH_03675	CDS	216	cnu			OriC-binding nucleoid-associated protein
IHINPGCH_03676	CDS	441	ydgK			Inner membrane protein YdgK
IHINPGCH_03677	CDS	582	rsxA		COG4657	Electron transport complex subunit RsxA
IHINPGCH_03678	CDS	579	rsxB		COG2878	Electron transport complex subunit RsxB
IHINPGCH_03679	CDS	2031	rsxC		COG4656	Electron transport complex subunit RsxC
IHINPGCH_03680	CDS	1059	rsxD		COG4658	Electron transport complex subunit RsxD
IHINPGCH_03681	CDS	621	rsxG		COG4659	Electron transport complex subunit RsxG
IHINPGCH_03682	CDS	696	rsxE		COG4660	Electron transport complex subunit RsxE
IHINPGCH_03683	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
IHINPGCH_03684	CDS	201				hypothetical protein
IHINPGCH_03685	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
IHINPGCH_03686	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
IHINPGCH_03687	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
IHINPGCH_03688	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
IHINPGCH_03689	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
IHINPGCH_03690	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
IHINPGCH_03691	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
IHINPGCH_03692	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
IHINPGCH_03693	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
IHINPGCH_03694	CDS	237				hypothetical protein
IHINPGCH_03695	CDS	858	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
IHINPGCH_03696	CDS	2013	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
IHINPGCH_03697	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
IHINPGCH_03698	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
IHINPGCH_03699	CDS	240				hypothetical protein
IHINPGCH_03700	CDS	600	nemR			HTH-type transcriptional repressor NemR
IHINPGCH_03701	CDS	1098	nemA	1.-.-.-	COG1902	N-ethylmaleimide reductase
IHINPGCH_03702	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
IHINPGCH_03703	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
IHINPGCH_03704	CDS	4617	srmB_3	3.6.4.13		ATP-dependent RNA helicase SrmB
IHINPGCH_03705	CDS	348	grxD		COG0278	Glutaredoxin 4
IHINPGCH_03706	CDS	816	mepH_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
IHINPGCH_03707	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
IHINPGCH_03708	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
IHINPGCH_03709	CDS	90	ynhF			putative protein YnhF
IHINPGCH_03710	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
IHINPGCH_03711	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
IHINPGCH_03712	CDS	1212	ydhC			Inner membrane transport protein YdhC
IHINPGCH_03713	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
IHINPGCH_03714	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
IHINPGCH_03715	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
IHINPGCH_03716	CDS	1257				putative autotransporter
IHINPGCH_03717	tRNA	77				tRNA-Val(gac)
IHINPGCH_03718	tRNA	77				tRNA-Val(gac)
IHINPGCH_03719	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
IHINPGCH_03720	CDS	1605				hypothetical protein
IHINPGCH_03721	CDS	765	ydhT			putative protein YdhT
IHINPGCH_03722	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
IHINPGCH_03723	CDS	669	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
IHINPGCH_03724	CDS	639	ydhW			putative protein YdhW
IHINPGCH_03725	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
IHINPGCH_03726	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
IHINPGCH_03727	CDS	210	fumD	4.2.1.2		Fumarase D
IHINPGCH_03728	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
IHINPGCH_03729	CDS	237	lpp_2		COG4238	Major outer membrane prolipoprotein Lpp
IHINPGCH_03730	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
IHINPGCH_03731	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
IHINPGCH_03732	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
IHINPGCH_03733	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
IHINPGCH_03734	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
IHINPGCH_03735	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
IHINPGCH_03736	CDS	369	sufA		COG0316	Protein SufA
IHINPGCH_03737	CDS	189				hypothetical protein
IHINPGCH_03738	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
IHINPGCH_03739	CDS	3057			COG0247	putative protein
IHINPGCH_03740	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
IHINPGCH_03741	CDS	357				hypothetical protein
IHINPGCH_03742	CDS	1215	ydiM			Inner membrane transport protein YdiM
IHINPGCH_03743	CDS	1266	ydiN			Inner membrane transport protein YdiN
IHINPGCH_03744	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
IHINPGCH_03745	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
IHINPGCH_03746	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
IHINPGCH_03747	CDS	1152	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
IHINPGCH_03748	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
IHINPGCH_03749	CDS	177				hypothetical protein
IHINPGCH_03750	CDS	765	fixA_2		COG2086	Protein FixA
IHINPGCH_03751	CDS	939	fixB_2		COG2025	Protein FixB
IHINPGCH_03752	CDS	1290		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
IHINPGCH_03753	CDS	294	fixX_3		COG2440	Ferredoxin-like protein FixX
IHINPGCH_03754	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
IHINPGCH_03755	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
IHINPGCH_03756	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
IHINPGCH_03757	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
IHINPGCH_03758	CDS	192	ydiE		COG4256	putative protein YdiE
IHINPGCH_03759	CDS	1437				hypothetical protein
IHINPGCH_03760	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
IHINPGCH_03761	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
IHINPGCH_03762	CDS	750	btuD	3.6.3.33	COG4138	Vitamin B12 import ATP-binding protein BtuD
IHINPGCH_03763	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
IHINPGCH_03764	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
IHINPGCH_03765	CDS	396				hypothetical protein
IHINPGCH_03766	CDS	936	xerD_4			Tyrosine recombinase XerD
IHINPGCH_03767	CDS	312				hypothetical protein
IHINPGCH_03768	CDS	279				hypothetical protein
IHINPGCH_03769	CDS	339				hypothetical protein
IHINPGCH_03770	CDS	288				hypothetical protein
IHINPGCH_03771	CDS	243				hypothetical protein
IHINPGCH_03772	CDS	114				hypothetical protein
IHINPGCH_03773	CDS	321				hypothetical protein
IHINPGCH_03774	CDS	204				hypothetical protein
IHINPGCH_03775	CDS	246				hypothetical protein
IHINPGCH_03776	CDS	300				hypothetical protein
IHINPGCH_03777	CDS	231				hypothetical protein
IHINPGCH_03778	CDS	390				hypothetical protein
IHINPGCH_03779	CDS	2841				hypothetical protein
IHINPGCH_03780	CDS	960	parM_1			Plasmid segregation protein ParM
IHINPGCH_03781	CDS	315	stbB_1			Protein StbB
IHINPGCH_03782	CDS	432				hypothetical protein
IHINPGCH_03783	CDS	264				hypothetical protein
IHINPGCH_03784	CDS	1047				hypothetical protein
IHINPGCH_03785	CDS	1752				hypothetical protein
IHINPGCH_03786	CDS	837				hypothetical protein
IHINPGCH_03787	CDS	1053				hypothetical protein
IHINPGCH_03788	CDS	801				hypothetical protein
IHINPGCH_03789	CDS	495				hypothetical protein
IHINPGCH_03790	CDS	201				hypothetical protein
IHINPGCH_03791	CDS	324				hypothetical protein
IHINPGCH_03792	CDS	393				hypothetical protein
IHINPGCH_03793	CDS	408				hypothetical protein
IHINPGCH_03794	CDS	1881	nanS_1	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
IHINPGCH_03795	CDS	468				hypothetical protein
IHINPGCH_03796	CDS	645				hypothetical protein
IHINPGCH_03797	CDS	582				hypothetical protein
IHINPGCH_03798	CDS	351				hypothetical protein
IHINPGCH_03799	CDS	897				hypothetical protein
IHINPGCH_03800	CDS	531				hypothetical protein
IHINPGCH_03801	CDS	2133				hypothetical protein
IHINPGCH_03802	CDS	579	tfaE_2			Prophage tail fiber assembly protein TfaE
IHINPGCH_03803	CDS	573	cysE_2	2.3.1.30		Serine acetyltransferase
IHINPGCH_03804	CDS	489				hypothetical protein
IHINPGCH_03805	CDS	2808				hypothetical protein
IHINPGCH_03806	CDS	366				hypothetical protein
IHINPGCH_03807	CDS	513				hypothetical protein
IHINPGCH_03808	CDS	1185	gpFI			Putative prophage major tail sheath protein
IHINPGCH_03809	CDS	1110				hypothetical protein
IHINPGCH_03810	CDS	1170				hypothetical protein
IHINPGCH_03811	CDS	981				hypothetical protein
IHINPGCH_03812	CDS	261				hypothetical protein
IHINPGCH_03813	CDS	141				hypothetical protein
IHINPGCH_03814	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
IHINPGCH_03815	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
IHINPGCH_03816	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
IHINPGCH_03817	CDS	357	rplT		COG0292	50S ribosomal protein L20
IHINPGCH_03818	CDS	198	rpmI		COG0291	50S ribosomal protein L35
IHINPGCH_03819	CDS	435	infC		COG0290	Translation initiation factor IF-3
IHINPGCH_03820	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
IHINPGCH_03821	CDS	1116				hypothetical protein
IHINPGCH_03822	CDS	681				hypothetical protein
IHINPGCH_03823	CDS	108	yniD			putative protein YniD
IHINPGCH_03824	CDS	759				hypothetical protein
IHINPGCH_03825	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
IHINPGCH_03826	CDS	291				hypothetical protein
IHINPGCH_03827	CDS	861				hypothetical protein
IHINPGCH_03828	CDS	537				hypothetical protein
IHINPGCH_03829	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
IHINPGCH_03830	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
IHINPGCH_03831	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
IHINPGCH_03832	CDS	237				hypothetical protein
IHINPGCH_03833	CDS	981				hypothetical protein
IHINPGCH_03834	CDS	369				hypothetical protein
IHINPGCH_03835	CDS	264	cedA			Cell division activator CedA
IHINPGCH_03836	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
IHINPGCH_03837	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
IHINPGCH_03838	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
IHINPGCH_03839	CDS	840	chbR			HTH-type transcriptional regulator ChbR
IHINPGCH_03840	CDS	351	chbA_2		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
IHINPGCH_03841	CDS	1359	chbC_2		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
IHINPGCH_03842	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
IHINPGCH_03843	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
IHINPGCH_03844	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
IHINPGCH_03845	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
IHINPGCH_03846	CDS	576	ves		COG3758	Protein Ves
IHINPGCH_03847	CDS	486	spy		COG3678	Periplasmic chaperone Spy
IHINPGCH_03848	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
IHINPGCH_03849	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
IHINPGCH_03850	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
IHINPGCH_03851	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
IHINPGCH_03852	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
IHINPGCH_03853	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
IHINPGCH_03854	CDS	711	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
IHINPGCH_03855	CDS	678				hypothetical protein
IHINPGCH_03856	CDS	705	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
IHINPGCH_03857	CDS	549				hypothetical protein
IHINPGCH_03858	CDS	1167	ynjB		COG4134	Protein YnjB
IHINPGCH_03859	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
IHINPGCH_03860	CDS	654	fbpC2	3.6.3.30	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
IHINPGCH_03861	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
IHINPGCH_03862	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
IHINPGCH_03863	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
IHINPGCH_03864	CDS	273				hypothetical protein
IHINPGCH_03865	CDS	1344	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
IHINPGCH_03866	CDS	1041	ynjI			Inner membrane protein YnjI
IHINPGCH_03867	CDS	1962	topB	5.99.1.2	COG0550	DNA topoisomerase 3
IHINPGCH_03868	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
IHINPGCH_03869	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
IHINPGCH_03870	CDS	1857	sppA_2	3.4.21.-	COG0616	Protease 4
IHINPGCH_03871	CDS	1017	ansA	3.5.1.1	COG0252	L-asparaginase 1
IHINPGCH_03872	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
IHINPGCH_03873	CDS	1359	ydjE_1			Inner membrane metabolite transport protein YdjE
IHINPGCH_03874	CDS	759	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
IHINPGCH_03875	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
IHINPGCH_03876	CDS	948	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
IHINPGCH_03877	CDS	837	fbaA_2	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
IHINPGCH_03878	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
IHINPGCH_03879	CDS	1380	ydjE_2			Inner membrane metabolite transport protein YdjE
IHINPGCH_03880	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
IHINPGCH_03881	CDS	273				hypothetical protein
IHINPGCH_03882	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
IHINPGCH_03883	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
IHINPGCH_03884	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
IHINPGCH_03885	CDS	855	yvgN	1.1.1.-	COG0656	Glyoxal reductase
IHINPGCH_03886	CDS	747	mipA_2		COG3713	MltA-interacting protein
IHINPGCH_03887	CDS	1935				hypothetical protein
IHINPGCH_03888	CDS	1284				hypothetical protein
IHINPGCH_03889	CDS	1476	cdgI_2	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
IHINPGCH_03890	CDS	1491	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
IHINPGCH_03891	CDS	504	proS_2	6.1.1.15		Proline--tRNA ligase
IHINPGCH_03892	CDS	543				hypothetical protein
IHINPGCH_03893	CDS	819	nimR			HTH-type transcriptional regulator NimR
IHINPGCH_03894	CDS	1182	nimT		COG2807	2-nitroimidazole transporter
IHINPGCH_03895	CDS	348				hypothetical protein
IHINPGCH_03896	CDS	255				hypothetical protein
IHINPGCH_03897	CDS	1026	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
IHINPGCH_03898	CDS	249				hypothetical protein
IHINPGCH_03899	CDS	1149				hypothetical protein
IHINPGCH_03900	CDS	189	yoaG			Protein YoaG
IHINPGCH_03901	CDS	360	yeaR		COG3615	putative protein YeaR
IHINPGCH_03902	CDS	639	leuE		COG1280	Leucine efflux protein
IHINPGCH_03903	CDS	924	dmlR_5			HTH-type transcriptional regulator DmlR
IHINPGCH_03904	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
IHINPGCH_03905	CDS	1611	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
IHINPGCH_03906	CDS	1125	yeaW	1.14.13.-	COG4638	Carnitine monooxygenase oxygenase subunit
IHINPGCH_03907	CDS	966	yeaX	1.14.13.-	COG1018	Carnitine monooxygenase reductase subunit
IHINPGCH_03908	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
IHINPGCH_03909	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IHINPGCH_03910	CDS	582	slp_2		COG3065	Outer membrane protein slp
IHINPGCH_03911	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
IHINPGCH_03912	CDS	1911	dinG_2	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
IHINPGCH_03913	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IHINPGCH_03914	CDS	300				hypothetical protein
IHINPGCH_03915	CDS	180				hypothetical protein
IHINPGCH_03916	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
IHINPGCH_03917	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
IHINPGCH_03918	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
IHINPGCH_03919	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
IHINPGCH_03920	CDS	1557				hypothetical protein
IHINPGCH_03921	CDS	210				hypothetical protein
IHINPGCH_03922	CDS	972	manX_3	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
IHINPGCH_03923	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
IHINPGCH_03924	CDS	852	manZ_3		COG3716	PTS system mannose-specific EIID component
IHINPGCH_03925	CDS	459				hypothetical protein
IHINPGCH_03926	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
IHINPGCH_03927	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
IHINPGCH_03928	CDS	210	cspC		COG1278	Cold shock-like protein CspC
IHINPGCH_03929	CDS	288				hypothetical protein
IHINPGCH_03930	CDS	240				hypothetical protein
IHINPGCH_03931	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
IHINPGCH_03932	CDS	1374	ribZ			Riboflavin transporter RibZ
IHINPGCH_03933	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
IHINPGCH_03934	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
IHINPGCH_03935	CDS	699	proQ_1		COG3109	RNA chaperone ProQ
IHINPGCH_03936	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
IHINPGCH_03937	CDS	1284	yebS		COG2995	Inner membrane protein YebS
IHINPGCH_03938	CDS	2634			COG3008	putative protein
IHINPGCH_03939	CDS	1446	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
IHINPGCH_03940	CDS	237	yebV			putative protein YebV
IHINPGCH_03941	CDS	276				hypothetical protein
IHINPGCH_03942	CDS	657	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
IHINPGCH_03943	CDS	342				hypothetical protein
IHINPGCH_03944	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
IHINPGCH_03945	CDS	375	yobA		COG2372	Protein YobA
IHINPGCH_03946	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
IHINPGCH_03947	CDS	657				hypothetical protein
IHINPGCH_03948	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
IHINPGCH_03949	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
IHINPGCH_03950	CDS	660	yebE		COG2979	Inner membrane protein YebE
IHINPGCH_03951	CDS	111				hypothetical protein
IHINPGCH_03952	CDS	207				hypothetical protein
IHINPGCH_03953	CDS	357	yebF			Protein YebF
IHINPGCH_03954	CDS	291				hypothetical protein
IHINPGCH_03955	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
IHINPGCH_03956	CDS	642	eda		COG0800	KHG/KDPG aldolase
IHINPGCH_03957	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
IHINPGCH_03958	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
IHINPGCH_03959	CDS	150				hypothetical protein
IHINPGCH_03960	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
IHINPGCH_03961	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
IHINPGCH_03962	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
IHINPGCH_03963	CDS	1323	mepM_2	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
IHINPGCH_03964	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
IHINPGCH_03965	CDS	756	znuC	3.6.3.-	COG1121	Zinc import ATP-binding protein ZnuC
IHINPGCH_03966	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
IHINPGCH_03967	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
IHINPGCH_03968	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
IHINPGCH_03969	CDS	603				hypothetical protein
IHINPGCH_03970	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
IHINPGCH_03971	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
IHINPGCH_03972	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
IHINPGCH_03973	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
IHINPGCH_03974	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
IHINPGCH_03975	CDS	249	dinI_1			DNA damage-inducible protein I
IHINPGCH_03976	CDS	609				hypothetical protein
IHINPGCH_03977	CDS	1065				hypothetical protein
IHINPGCH_03978	CDS	213	rpmE		COG0254	50S ribosomal protein L31
IHINPGCH_03979	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
IHINPGCH_03980	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
IHINPGCH_03981	CDS	855	ftsN		COG3087	Cell division protein FtsN
IHINPGCH_03982	CDS	531	hslV	3.4.25.2		ATP-dependent protease subunit HslV
IHINPGCH_03983	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
IHINPGCH_03984	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
IHINPGCH_03985	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
IHINPGCH_03986	CDS	240	zapB		COG3074	Cell division protein ZapB
IHINPGCH_03987	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
IHINPGCH_03988	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
IHINPGCH_03989	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
IHINPGCH_03990	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
IHINPGCH_03991	CDS	429	uspD		COG0589	Universal stress protein D
IHINPGCH_03992	CDS	300				hypothetical protein
IHINPGCH_03993	CDS	441				hypothetical protein
IHINPGCH_03994	CDS	600				hypothetical protein
IHINPGCH_03995	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
IHINPGCH_03996	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
IHINPGCH_03997	CDS	990	sbp		COG1613	Sulfate-binding protein
IHINPGCH_03998	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
IHINPGCH_03999	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
IHINPGCH_04000	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
IHINPGCH_04001	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
IHINPGCH_04002	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
IHINPGCH_04003	CDS	675	yiiM		COG2258	Protein YiiM
IHINPGCH_04004	CDS	984	kdgT			2-keto-3-deoxygluconate permease
IHINPGCH_04005	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
IHINPGCH_04006	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
IHINPGCH_04007	CDS	939	rhaR_2			HTH-type transcriptional activator RhaR
IHINPGCH_04008	CDS	837	rhaS_2			HTH-type transcriptional activator RhaS
IHINPGCH_04009	CDS	1470	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
IHINPGCH_04010	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
